satisfaction,effort,req_1,req_2,req_3,req_4,req_5,req_6,req_7,req_8,req_9,req_10,req_11,req_12,req_13,req_14,req_15,req_16,req_17,req_18,req_19,req_20,req_21,req_22,req_23,req_24,req_25,req_26,req_27,req_28,req_29,req_30,req_31,req_32,req_33,req_34,req_35,req_36,req_37,req_38,req_39,req_40,req_41,req_42,req_43,req_44,req_45,req_46,req_47,req_48,req_49,req_50,req_51,req_52,req_53,req_54,req_55,req_56,req_57,req_58,req_59,req_60,req_61,req_62,req_63,req_64,req_65,req_66,req_67,req_68,req_69,req_70,req_71,req_72,req_73,req_74,req_75,req_76,req_77,req_78,req_79,req_80,req_81,req_82,req_83,id,throughput,productivity,squandering,stcov_c1,stcov_c2,stcov_c3,stcov_c4,stcov_c5,stcov_c6,stcov_c7,stcov_c8,stcov_c9,stcov_c10,stcov_c11,stcov_c12,stcov_c13,stcov_c14,stcov_c15,stcov_c16,stcov_c17,stcov_c18,stcov_c19,stcov_c20,stcov_c21,stcov_c22,stcov_c23,stcov_c24,stcov_c25,stcov_c26,stcov_c27,stcov_c28,stcov_c29,stcov_c30,stcov_c31,stcov_c32,stcov_c33,stcov_c34,stcov_c35,stcov_c36,stcov_c37,stcov_c38,stcov_c39,stcov_c40,stcov_c41,stcov_c42,stcov_c43,stcov_c44,stcov_c45,stcov_c46,stcov_c47,stcov_c48,stcov_c49,stcov_c50,stcov_c51,stcov_c52,stcov_c53,stcov_c54,stcov_c55,stcov_c56,stcov_c57,stcov_c58,stcov_c59,stcov_c60,stcov_c61,stcov_c62,stcov_c63,stcov_c64,stcov_c65,stcov_c66,stcov_c67,stcov_c68,stcov_c69,stcov_c70,stcov_c71,stcov_c72,stcov_c73,stcov_c74,stcov_c75,stcov_c76,stcov_c77,stcov_c78,stcov_c79,stcov_c80,stcov_c81,stcov_c82,stcov_c83,stcov_c84,stcov_c85,stcov_c86,stcov_c87,stcov_c88,stcov_c89,stcov_c90,stcov_c91,stcov_c92,stcov_c93,stcov_c94,stcov_c95,stcov_c96,stcov_c97,stcov_c98,stcov_c99,stcov_c100,stcov_c101,stcov_c102,stcov_c103,stcov_c104,stcov_c105,stcov_c106,stcov_c107,stcov_c108,stcov_c109,stcov_c110,stcov_c111,stcov_c112,stcov_c113,stcov_c114,stcov_c115,stcov_c116,stcov_c117,stcov_c118,stcov_c119,stcov_c120,stcov_c121,stcov_c122,stcov_c123,stcov_c124,stcov_c125,stcov_c126,stcov_c127,stcov_c128,stcov_c129,stcov_c130
4683.84,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.04819277108433735,93.6768,0.996993566231736,0.0,0.0,0.0,0.0,0.014285714290385283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454551318182,0.019999999999950002,0.0,0.05681818181744652,0.0,0.0,0.025252525251536193,0.0,0.0,0.0,0.0,0.0,0.03636363636761862,0.1272727272763636,0.0,0.009090909090077924,0.04545454545268182,0.022727272728821024,0.02228163992940521,0.00909090909,0.0,0.0,0.0,0.0,0.0,0.0499999999999951,0.10454545449560909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016363636360162654,0.0,0.0,0.05227272727082981,0.03181818182352005,0.0,0.0,0.0,0.0,0.027272727270702738,0.0,0.009090909090254546,0.0,0.0,0.0,0.0,0.06363636363529092,0.11111111111055556,0.0,0.0,0.0,0.0,0.0,0.018181818179636364,0.0,0.0,0.0,0.02066115703036817,0.05454545454850944,0.0,0.0,0.011655011662189935,0.007142857140138095,0.0,0.03723404255439827,0.0,0.0,0.0,0.024999999999992646,0.0,0.09545454545438889,0.0,0.027272727265867363,0.04999999999733333,0.0,0.12499999999991666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027083333327809465,0.0,0.030519480519898272,0.0,0.0,0.0,0.024999999999992424,0.0,0.037499999999971154,0.0,0.009706083390630895,0.0,0.03749999999998828,0.0,0.0,0.0,0.04999999999998485,0.0,0.01818181818018182,0.06964285714097725,0.0,0.0,0.0,0.0,0.014822134390535273,0.01818181817875974,0.0
4735.77,51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0.04819277108433735,92.85823529411766,0.9969334375563706,0.0,0.0,0.0,0.0,0.014285714290385283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454551318182,0.019999999999950002,0.0,0.05681818181744652,0.0,0.0,0.025252525251536193,0.0,0.0,0.0,0.0,0.0,0.03636363636761862,0.1272727272763636,0.0,0.009090909090077924,0.04545454545268182,0.022727272728821024,0.02228163992940521,0.00909090909,0.0,0.0,0.0,0.0,0.0,0.0499999999999951,0.10454545449560909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016363636360162654,0.0,0.0,0.05227272727082981,0.03181818182352005,0.0,0.0,0.0,0.0,0.027272727270702738,0.0,0.009090909090254546,0.0,0.0,0.0,0.0,0.06363636363529092,0.11111111111055556,0.0,0.0,0.0,0.0,0.0,0.03484848484930303,0.0,0.0,0.0,0.02066115703036817,0.05454545454850944,0.0,0.0,0.011655011662189935,0.007142857140138095,0.0,0.03723404255439827,0.0,0.0,0.0,0.024999999999992646,0.0,0.09545454545438889,0.0,0.027272727265867363,0.04999999999733333,0.0,0.12499999999991666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027083333327809465,0.0,0.030519480519898272,0.0,0.2999999999997,0.0,0.024999999999992424,0.0,0.037499999999971154,0.0,0.036021872862341424,0.0,0.03749999999998828,0.0,0.0,0.0,0.04999999999998485,0.0,0.01818181818018182,0.019642857139712536,0.0,0.0,0.0,0.0,0.014822134390535273,0.01818181817875974,0.0
8533.57,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.04819277108433735,161.01075471698113,0.99681318020564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454551318182,0.019999999999950002,0.0,0.05681818181744652,0.0,0.0,0.025252525251536193,0.0,0.1499999999995,0.0,0.0,0.0,0.03636363636761862,0.027272727271363633,0.0,0.009090909090077924,0.04545454545268182,0.022727272728821024,0.02228163992940521,0.00909090909,0.0,0.09999999999998484,0.0,0.0,0.0,0.0499999999999951,0.10454545449560909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016363636360162654,0.0,0.0,0.05227272727082981,0.03181818182352005,0.0,0.0,0.1999999999999726,0.0,0.027272727270702738,0.0,0.009090909090254546,0.0,0.0,0.0,0.0,0.06363636363529092,0.11111111111055556,0.0,0.0,0.0,0.0,0.0,0.018181818179636364,0.0,0.0,0.0,0.02066115703036817,0.05454545454850944,0.0,0.0,0.011655011662189935,0.0,0.0,0.03723404255439827,0.0,0.0,0.0,0.024999999999992646,0.0,0.09545454545438889,0.0,0.027272727265867363,0.04999999999733333,0.0,0.12499999999991666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027083333327809465,0.0,0.009090909089969698,0.0,0.0,0.0,0.024999999999992424,0.0,0.037499999999971154,0.0,0.006698564590435407,0.1499999999999559,0.03749999999998828,0.0,0.0,0.0,0.04999999999998485,0.1578947368117544,0.01818181818018182,0.212500000005375,0.0,0.0,0.0,0.0,0.014822134390535273,0.01818181817875974,0.0
8779.34,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0.04819277108433735,162.58037037037036,0.9967530515302748,0.0,0.0,0.0,0.0,0.014285714290385283,0.0,0.0,0.0,0.24999999999993056,0.0,0.0,0.024999999999979167,0.0,0.009090909102636364,0.029999999999925,0.0,0.06155303030742981,0.0,0.0,0.025252525251536193,0.0,0.0,0.0,0.0,0.0,0.07272727273523724,0.15454545454772725,0.0,0.018181818180155847,0.09090909090536364,0.04545454545764205,0.04456327985881042,0.01818181818,0.0,0.0,0.0,0.0,0.0,0.0499999999999951,0.10909090904541818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03272727272032531,0.0,0.0,0.07954545454044622,0.0636363636470401,0.0,0.0,0.0,0.0,0.054545454541405476,0.0,0.018181818180509093,0.0,0.0,0.0,0.0,0.12727272727058184,0.11111111111055556,0.0,0.0,0.0,0.0,0.0,0.03636363635927273,0.0,0.0,0.0,0.059504132241677186,0.10909090909701888,0.0,0.0,0.02331002332437987,0.007142857140138095,0.0,0.026595744684391624,0.0,0.0,0.0,0.024999999999992646,0.0,0.14090909090938888,0.0,0.054545454531734726,0.04999999999733333,0.0,0.12499999999991666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027083333327809465,0.0,0.039610389609867964,0.0,0.0,0.0,0.024999999999992424,0.0,0.037499999999971154,0.0,0.016404647981066302,0.0,0.03749999999998828,0.0,0.0,0.0,0.04999999999998485,0.0,0.03636363636036364,0.16964285714350666,0.0,0.0,0.0,0.0,0.01877470356033839,0.03636363635751948,0.0
11910.02,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0.04819277108433735,216.5458181818182,0.9966929228549095,0.0,0.0,0.199999999998,0.0,0.014285714290385283,0.0,0.0,0.0999999999999375,0.0,0.0,0.0,0.039999999999966666,0.0,0.08454545454613109,0.08399999999979,0.0,0.07110389609974906,0.0,0.0,0.031313131313015996,0.049999999999985716,0.0,0.0,0.0,0.0999999999995,0.06493506492998098,0.17298701298864935,0.0,0.09480519480509833,0.07402597402436754,0.0941558441586871,0.02228163992940521,0.03766233766,0.0,0.0,0.0,0.0,0.0,0.0499999999999951,0.15168831163362909,0.0,0.0499999999995,0.0,0.0,0.0,0.0,0.033333333331269234,0.0,0.042077922072078486,0.0,0.0,0.13227272727471273,0.0675324675293919,0.0,0.0,0.0,0.07999999999998919,0.10727272727322971,0.0,0.06623376623185455,0.0,0.0,0.0,0.0,0.08506493506703854,0.11111111111055556,0.0,0.0,0.0,0.029999999999399996,0.0,0.06103896103877922,0.025999999999621142,0.0,0.0,0.06273907910918584,0.06883116883408087,0.0,0.0,0.047992008003439744,0.05714285714110476,0.0,0.05425531915640892,0.0,0.0,0.0,0.024999999999992646,0.0,0.09545454545438889,0.0,0.048701298694903666,0.06428571428657143,0.0,0.14499999999990335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03999999999998823,0.052083333328304914,0.0,0.09051948051969827,0.0,0.0,0.17999999999955,0.024999999999992424,0.19999999999997015,0.06749999999994807,0.0,0.018728639781217363,0.0,0.03749999999998828,0.0,0.0,0.0,0.08999999999997273,0.0,0.01818181818018182,0.06964285714097725,0.0,0.0,0.0,0.0,0.07196499152249215,0.03246753246819341,0.0
11961.95,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0.04819277108433735,213.60625000000002,0.9966327941795442,0.0,0.0,0.199999999998,0.0,0.014285714290385283,0.0,0.0,0.0999999999999375,0.0,0.0,0.0,0.039999999999966666,0.0,0.08454545454613109,0.08399999999979,0.0,0.07110389609974906,0.0,0.0,0.031313131313015996,0.049999999999985716,0.0,0.0,0.0,0.0999999999995,0.06493506492998098,0.17298701298864935,0.0,0.09480519480509833,0.07402597402436754,0.0941558441586871,0.02228163992940521,0.03766233766,0.0,0.0,0.0,0.0,0.0,0.0499999999999951,0.15168831163362909,0.0,0.0499999999995,0.0,0.0,0.0,0.0,0.033333333331269234,0.0,0.042077922072078486,0.0,0.0,0.13227272727471273,0.0675324675293919,0.0,0.0,0.0,0.07999999999998919,0.10727272727322971,0.0,0.06623376623185455,0.0,0.0,0.0,0.0,0.08506493506703854,0.11111111111055556,0.0,0.0,0.0,0.029999999999399996,0.0,0.07770562770844588,0.025999999999621142,0.0,0.0,0.06273907910918584,0.06883116883408087,0.0,0.0,0.047992008003439744,0.05714285714110476,0.0,0.05425531915640892,0.0,0.0,0.0,0.024999999999992646,0.0,0.09545454545438889,0.0,0.048701298694903666,0.06428571428657143,0.0,0.14499999999990335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03999999999998823,0.052083333328304914,0.0,0.09051948051969827,0.0,0.2999999999997,0.17999999999955,0.024999999999992424,0.19999999999997015,0.06749999999994807,0.0,0.04504442925292789,0.0,0.03749999999998828,0.0,0.0,0.0,0.08999999999997273,0.0,0.01818181818018182,0.019642857139712536,0.0,0.0,0.0,0.0,0.07196499152249215,0.03246753246819341,0.0
14175.71,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0.04819277108433735,248.69666666666666,0.9965726655041789,0.0,0.0,0.0,0.0,0.014285714290385283,0.0,0.059999999999980645,0.04999999999996875,0.0,0.0,0.0,0.29999999999975,0.0,0.004545454551318182,0.13999999999965002,0.0,0.03598484848810829,0.0,0.0,0.10101010100614477,0.19999999999994286,0.0,0.0,0.0,0.0,0.03636363636761862,0.1272727272763636,0.0,0.009090909090077924,0.04545454545268182,0.022727272728821024,0.02228163992940521,0.00909090909,0.0,0.0,0.0,0.0,0.0,0.29999999999997057,0.004545454549809091,0.0,0.2499999999975,0.0,0.0,0.0,0.0,0.0,0.09999999999999286,0.016363636360162654,0.0,0.0,0.027272727269616406,0.03181818182352005,0.0,0.09999999999993334,0.0,0.0,0.027272727270702738,0.0,0.009090909090254546,0.0,0.0,0.0,0.0,0.06363636363529092,0.11111111111055556,0.0,0.0,0.0,0.0,0.0,0.018181818179636364,0.01999999999970857,0.0,0.0,0.02066115703036817,0.05454545454850944,0.0,0.0,0.06293706291287743,0.007142857140138095,0.0,0.010638297870006648,0.0,0.0,0.0,0.19999999999994117,0.0,0.045454545455,0.0,0.027272727265867363,0.19999999998933332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999994117,0.12500000000247727,0.0,0.030519480519898272,0.0,0.0,0.0,0.0999999999999697,0.0,0.14999999999988461,0.0,0.009706083390630895,0.0,0.09999999999996875,0.0,0.0,0.0,0.1999999999999394,0.0,0.01818181818018182,0.05714285714066107,0.0,0.0,0.0,0.0,0.003952569169803117,0.01818181817875974,0.0
17869.34,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0.04819277108433735,308.0920689655172,0.9965125368288137,0.0,0.0,0.0,0.0,0.014285714290385283,0.0,0.0,0.0,0.24999999999993056,0.0,0.0,0.024999999999979167,0.0,0.009090909102636364,0.029999999999925,0.0,0.06155303030742981,0.0,0.0,0.025252525251536193,0.0,0.0,0.0,0.0,0.0,0.07272727273523724,0.15454545454772725,0.0,0.018181818180155847,0.09090909090536364,0.04545454545764205,0.04456327985881042,0.01818181818,0.0,0.0,0.0,0.0,0.0,0.0499999999999951,0.10909090904541818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03272727272032531,0.0,0.0,0.07954545454044622,0.0636363636470401,0.0,0.0,0.0,0.0,0.054545454541405476,0.0,0.018181818180509093,0.0,0.0,0.0,0.0,0.12727272727058184,0.11111111111055556,0.0,0.0,0.0,0.0,0.0,0.03636363635927273,0.0,0.0,0.0,0.059504132241677186,0.10909090909701888,0.0,0.0,0.02331002332437987,0.007142857140138095,0.0,0.026595744684391624,0.0,0.0,0.0,0.024999999999992646,0.0,0.14090909090938888,0.0,0.054545454531734726,0.04999999999733333,0.0,0.12499999999991666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027083333327809465,0.0,0.039610389609867964,0.0,0.0,0.0,0.024999999999992424,0.0,0.037499999999971154,0.0,0.016404647981066302,0.0,0.03749999999998828,0.0,0.0,0.9999999999998958,0.04999999999998485,0.0,0.03636363636036364,0.06964285714097725,0.0,0.0,0.0,0.0,0.01877470356033839,0.03636363635751948,0.0
17921.27,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0.04819277108433735,303.7503389830509,0.9964524081534484,0.0,0.0,0.0,0.0,0.014285714290385283,0.0,0.0,0.0,0.24999999999993056,0.0,0.0,0.024999999999979167,0.0,0.009090909102636364,0.029999999999925,0.0,0.06155303030742981,0.0,0.0,0.025252525251536193,0.0,0.0,0.0,0.0,0.0,0.07272727273523724,0.15454545454772725,0.0,0.018181818180155847,0.09090909090536364,0.04545454545764205,0.04456327985881042,0.01818181818,0.0,0.0,0.0,0.0,0.0,0.0499999999999951,0.10909090904541818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03272727272032531,0.0,0.0,0.07954545454044622,0.0636363636470401,0.0,0.0,0.0,0.0,0.054545454541405476,0.0,0.018181818180509093,0.0,0.0,0.0,0.0,0.12727272727058184,0.11111111111055556,0.0,0.0,0.0,0.0,0.0,0.053030303028939386,0.0,0.0,0.0,0.059504132241677186,0.10909090909701888,0.0,0.0,0.02331002332437987,0.007142857140138095,0.0,0.026595744684391624,0.0,0.0,0.0,0.024999999999992646,0.0,0.14090909090938888,0.0,0.054545454531734726,0.04999999999733333,0.0,0.12499999999991666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027083333327809465,0.0,0.039610389609867964,0.0,0.2999999999997,0.0,0.024999999999992424,0.0,0.037499999999971154,0.0,0.04272043745277682,0.0,0.03749999999998828,0.0,0.0,0.9999999999998958,0.04999999999998485,0.0,0.03636363636036364,0.019642857139712536,0.0,0.0,0.0,0.0,0.01877470356033839,0.03636363635751948,0.0
18025.44,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0.04819277108433735,300.424,0.9963922794780831,0.0,0.0,0.0,0.0,0.0,0.0,0.059999999999980645,0.04999999999996875,0.0,0.0,0.0,0.29999999999975,0.0,0.004545454551318182,0.13999999999965002,0.0,0.03598484848810829,0.0,0.0,0.10101010100614477,0.19999999999994286,0.1499999999995,0.0,0.0,0.0,0.03636363636761862,0.027272727271363633,0.0,0.009090909090077924,0.04545454545268182,0.022727272728821024,0.02228163992940521,0.00909090909,0.0,0.09999999999998484,0.0,0.0,0.0,0.29999999999997057,0.004545454549809091,0.0,0.2499999999975,0.0,0.0,0.0,0.0,0.0,0.09999999999999286,0.016363636360162654,0.0,0.0,0.027272727269616406,0.03181818182352005,0.0,0.09999999999993334,0.1999999999999726,0.0,0.027272727270702738,0.0,0.009090909090254546,0.0,0.0,0.0,0.0,0.06363636363529092,0.11111111111055556,0.0,0.0,0.0,0.0,0.0,0.018181818179636364,0.01999999999970857,0.0,0.0,0.02066115703036817,0.05454545454850944,0.0,0.0,0.06293706291287743,0.0,0.0,0.010638297870006648,0.0,0.0,0.0,0.19999999999994117,0.0,0.045454545455,0.0,0.027272727265867363,0.19999999998933332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999994117,0.12500000000247727,0.0,0.009090909089969698,0.0,0.0,0.0,0.0999999999999697,0.0,0.14999999999988461,0.0,0.006698564590435407,0.1499999999999559,0.09999999999996875,0.0,0.0,0.0,0.1999999999999394,0.1578947368117544,0.01818181818018182,0.20000000000505883,0.0,0.0,0.0,0.0,0.003952569169803117,0.01818181817875974,0.0
